SARA1	Bayou Sara at Saraland
SARM6	Coldwater River near Sarah
SASI3	St. Marys River at Muldoon Br.
SASO2	Little River (OK) near Sasakwa
SATW1	Satsop River near Satsop
SAVM5	Minnesota River at Savage
SAXM3	Sudbury River at Saxonville
SAXM3MER	
SAYA1	Locust Fork at Sayre
SBEM7	Missouri River at Sibley
SBFS2	Belle Fourche River near Sturgis
SBMT2	Navidad River at Sublime
SBNI3	St. Joseph River (MI/IN) at South Bend
SBNV2	Dan River at South Boston
SBVI3	Big Blue River (IN) at Shelbyville
SBVO1	Ohio River at Steubenville
SBYP1	Susquehanna River at Sunbury
SBYP1SUQ	
SCCC2	Surface Creek at Cedaredge
SCCT2	Concho River at San Angelo
SCDT2	Coleto Creek at Arnold Road Crossing
SCKA2	Staney Creek near Klawock
SCLM7	Missouri River at St. Charles
SCNM5	St. Louis River at Scanlon
SCOC1	Eel River (CA) near Scotia
SCOM5	Mississippi River at St. Cloud
SCON7	Roanoke River near Scotland Neck
SCOS2	James River near Scotland
SCSK1	Smoky Hill River below Schoenchen
SCTM4	Pere Marquette River near Scottville
SCVC2	St Charles River at Vineland
SCZM7	Osage River near Schell City
SDAT2	Caney Creek near Splendora
SEBV2	Nottoway River near Sebrell
SEBW3	Sheboygan River at Sheboygan
SEDK1	Little Arkansas River near Sedgwick
SEEM7	Meramec River near Steelville
SEGT2	Guadalupe River at Seguin
SEIO2	North Canadian River near Seiling
SELA1	Alabama River at Selma
SELI1	Selway River near Lowell
SELT2	Cibolo Creek at Selma
SERI3	East Fork White River near Seymour
SERO3	John Day River at Service Creek
SEVI2	Spoon River at Seville
SEVT1	Little Pigeon River above Sevierville
SFDS2	James River near Stratford
SFIT2	Independence Creek other Sheffield
SFLM7	Des Moines River at St. Francisville
SFLS2	Big Sioux River at Sioux Falls I-90
SFRA4	St. Francis River at St. Francis
SFSV2	South Fork Shenandoah River at Luray
SFSV2SHN	
SFYV2	Clinch River near Speers Ferry
SGET2	Clear Creek near Sanger
SGFO1	Mad River near Springfield
SGOT2	Pecan Creek (Concho River Basin) near San Angelo
SGRA2	Sagavanirktok River at Pump Station #3
SHAM8	Musselshell River near Shawmut
SHAT2	North Fork of the Red River at Shamrock
SHBM6	Chickasawhay River at Shubuta
SHBN6	Chenango River at Sherburne
SHBN6CHN	
SHBW4	Goose Creek at Sheridan
SHEC1	Napa River near St. Helena
SHEW2	Potomac River at Shepherdstown
SHEW2POT	
SHIA2	Ship Creek above Glenn Hwy
SHIW3	Wolf River (WI) at Shiocton
SHLI2	Little Calumet River at South Holland
SHLI3	East Fork White River at Shoals
SHLI4	Floyd River at Sheldon
SHLM8	Marias River near Shelby
SHLT2	San Jacinto River near Sheldon
SHNI2	Ohio River at Shawneetown
SHOP1	Bush Kill at Shoemakers
SHOP1BSH	
SHPK2	Salt River (KY) at Shepherdsville
SHRC2	Bear Creek (CO) at Sheridan
SHRI4	Shell Rock River (Northeast IA) at Shell Rock
SHRM4	Manistee River near Sherman
SHRP1	Allegheny River at Sharpsburg Lock and Dam
SHVT1	Duck River near Shelbyville
SHWN8	Souris River near Sherwood
SHYM5	Marsh River at Shelly
SIDM1	Kennebec River at North Sidney
SIDM1ME	
SIDM8	Yellowstone River near Sidney
SIDO1	Great Miami River at Sidney
SIFS2	Skunk Creek at Sioux Falls
SIGI4	North Skunk River near Sigourney
SILO3	Siletz River at Siletz
SILT2	Colorado River (TX) above Silver
SINW4	North Platte River near Sinclair
SIOI4	Perry Creek at Sioux City
SIPK1	Pottawatomie Creek near Scipio
SIRI2	Pecatonica River near Shirland
SIXA2	Sixmile Creek near Hope
SJOA4	Buffalo River near St Joe
SJSM7	Missouri River at St. Joseph
SKGA2	Skagway River at Skagway River Bridge
SKLA2	Kenai River below Skilak Lake
SKMT2	Aransas River near Skidmore
SKTK1	Bow Creek near Stockton
SKWA2	Skwentna River at Skwentna
SLAA2	Slate Creek at Coldfoot
SLBI3	Kankakee River at Shelby
SLDM8	Shields River near Livingston
SLFC2	
SLLM7	Meramec River near Sullivan
SLMN6	Allegheny River at Salamanca
SLNK1	Mulberry Creek (KS) near Salina
SLOC1	San Luis Rey River at Oceanside
SLOW4	Shoshone River near Lovell
SLYP1	Aughwick Creek at Shirleysburg
SLYP1AWK	
SMBM8	Saint Mary River at International boundary
SMDP1	Sherman Creek at Shermans Dale
SMDP1SMC	
SMFN7	Neuse River at Smithfield
SMFV2	Middle Fork Holston River at Seven Mile Ford
SMHM7	Little Platte River at Smithville
SMIN1	South Loup River at St. Michael
SMIT2	Colorado River (TX) near Smithville
SMLI2	Ohio River at Smithland Lock and Dam
SMML1	Atchafalaya River at Simmesport
SMMT2	Medina River near Somerset
SMNI1	Salmon River at Salmon
SMPC2	San Miguel River near Placerville
SMYM4	Flat River at Smyrna
SNBT2	Colorado River (TX) near San Saba
SNCK1	Turkey Creek (KS) near Seneca
SNCN5	Canadian River near Sanchez
SNCP1	Red Bank Creek at St Charles
SNCT2	
SNDK1	Republican River at Scandia
SNFF1	St. Johns River near Sanford
SNNP1	Sinnemahoning Creek at Sinnemahoning
SNNP1SNN	
SNOA2	Snow River near Seward
SNQW1	North Fork Snoqualmie River near N Fk Snoqualmie R nr Snoqualmie Falls
SNWM4	Sturgeon River near Sidnaw
SNZM7	Grand River near Sumner
SOGW3	Kickapoo River at Soldiers Grove
SOHN3	Souhegan River at Merrimack
SOHN3MER	
SOLT2	Pine Island Bayou near Sour Lake
SOPF1	Sopchoppy River near Sopchoppy (FR 343)
SORI2	Du Page River at Shorewood
SOUN3	Soucook River at Pembroke
SOUN3MER	
SOUT2	Brazos River near South Bend
SPAT2	Navidad River near Speaks
SPCO2	Polecat Creek near Sapulpa
SPCT2	Pecos River other Sheffield
SPDT2	Peach Creek near Splendora
SPEO2	Bird Creek near Sperry
SPGN5	Cimarron River (NM) at Springer
SPHL1	Bayou Dorcheat near Springhill
SPKN1	Niobrara River near Sparks
SPKP1	Little Juniata River at Spruce Creek
SPKP1LJN	
SPLI4	Turkey River at Spillville
SPLN1	Middle Loup River near St. Paul
SPMT2	Palo Duro Creek at Spearman
SPNI3	White River (IN) at Spencer
SPNT2	Spring Creek near Spring
SPOI4	Ocheyedan River near Spencer
SPPT2	
SPRO3	Mohawk River (OR) near Springfield
SPRW2	South Branch Potomac River near Springfield
SPRW2POT	
SPTC2	South Platte River at South Platte
SPUN1	North Loup River near St. Paul
SPWI4	Little Sioux River at Spencer
SQUW1	Snoqualmie River at Snoqualmie Falls
SRAM8	Stillwater River (South Central MT) near Absarokee
SRAW4	North Platte River at Saratoga
SRCT2	North Concho River at Sterling City
SRGM8	Clark Fork River at St. Regis
SRGT2	Guadalupe River near Spring Branch
SRLM8	Stillwater River at Lawrence Park at Kalispell
SRMQ9	Stewart River at Mouth
SRPN1	Big Blue River at Surprise
SRRT2	San Antonio River at SH 72 near Runge
SRYA2	Situk River near Yakutat
SSBT2	San Saba River at San Saba
SSCN1	Missouri River at Sioux City
SSRM8	Sun River near Simms
SSTM7	Platte River at Sharps Station
STCM5	Sauk River at St. Cloud
STEW3	Kickapoo River at Steuben
STFB3	St. Francis River near Connors
STFB3ME	
STFT2	California Creek (Clear Fk Brazos) near Stamford
STGV2	North Fork Shenandoah River near Strasburg
STGV2SHN	
STHW1	Stehekin River at Stehekin
STII1	South Fork Clearwater River at Stites
STJQ7	Richelieu River at St. Jeans Shoals
STJQ7LCH	
STKA2	Stikine River near Mouth
STLM5	St. Croix River at Stillwater
STLT2	Guadalupe River at Sattler
STMC2	Yampa River at Steamboat Springs
STMI2	Embarras River (IL) at Ste Marie
STMN1	Sappa Creek near Stamford
STNG1	Alapaha River at Statenville
STPM5	Mississippi River at St. Paul
STPN7	Cape Fear River at W.O. Huske Lock
STRI4	Des Moines River near Stratford
STRM4	Rifle River near Sterling
STRM8	St. Regis River near St. Regis
STRO1	Tiffin River at Stryker
STSP1	Youghiogheny River at Sutersville
STTM7	Osage River near St. Thomas
STTN1	Republican River at Stratton
STTN4	South Branch Raritan River at Stanton
STTN4RTN	
STTQ2	Stikine River at Telegraph Creek
STUI4	Floyd River near Struble
STVC3	Housatonic River at Stevenson
STVC3SNE	
STWN2	Carson River near Carson City
STXA1	Styx River near Elsanor
STYT2	Colorado River (TX) at Stacy
STYV2	Nottoway River near Stony Creek
SUDA2	Susitna River at Denali Hwy
SUNA2	Susitna River at Parks Hwy Bridge
SUNM6	Big Sunflower River at Sunflower
SUPT2	Cibolo Creek at Sutherland Springs
SUSC1	Susan River at Susanville
SUTA1	Cahaba River at Suttle
SUVO3	Luckiamute River near Suver
SVEV2	James River (VA) at Scottsville
SVEV2JMS	
SVPL1	Red River at Shreveport
SVRM7	Mississippi River at Saverton Lock and Dam 22
SWAV1	Missisquoi River at Swanton
SWAV1LCH	
SWDN1	Lincoln Creek near Seward
SWDO2	Cottonwood Creek (OK) near Seward
SWDP1	Conemaugh River at Seward
SWEG1	Suwanee Creek near Suwanee
SWNM6	Tallahatchie River near Swan Lake
SWNO2	North Canadian River near Shawnee
SWRM8	Swan River near Bigfork
SWRN1	Big Blue River at Seward
SWRN8	Souris River at Sawyer
SWTN1	Mud Creek at Sweetwater
SWYT2	San Bernard River near Sweeny
SXCI4	Big Sioux River at Sioux City
SXFS2	Big Sioux River at Sioux Falls N. Cliff Avenue
SXRA2	Kenai River at Soldotna
SXTP1	Raystown Branch Juniata River at Saxton
SXTP1JUN	
SXXW4	Powder River (WY-MT) at Sussex
SYCO3	Johnson Creek near Sycamore
SYMT2	Brazos River at Seymour
SYRK1	Arkansas River at Syracuse
TACM5	Prairie River (MN) near Taconite
TACN4	Assunpink Creek at Trenton
TACN4APK	
TADU1	Duchesne River near Tabiona
TAFA2	Tanana River at Fairbanks
TALO2	Illinois River (AR OK) near Tahlequah
TARC3	Farmington River at Tariffville
TARC3CT	
TARN7	Tar River at Tarboro
TATQ9	Tatshenshini River near Dalton Post
TAYM7	South Fabius River near Taylor
TAYO1	Great Miami River near Taylorsville
TAZA2	Tazlina River at Richardson Hwy Bridge
TAZT1	Clinch River above Tazewell
TBBM6	Tibbee Creek near Tibbee
TBFT2	Neches River near Town Bluff
TBNM7	Big Piney at Fort Leonard Wood
TCHW1	Walla Walla River near Touchet
TCLA1	Black Warrior River at Holt Lock and Dam
TCMO2	Little River (OK) near Tecumseh
TDDT2	Trinity River at Trinidad
TDGL1	Tensas River at Tendal
TEAI1	Teton River (ID) near St. Anthony
TECM4	River Raisin near Tecumseh
TELI3	Ohio River at Tell City
TENN6	Tenmile River near Gaylordsville
TENN6SNE	
TFFO1	Sandusky River at Tiffin
TFKM8	Jefferson River near Three Forks
TFLW4	Lamar River near Tower Falls
TGAO2	Canadian River near Taloga
TGJP1	Tioga River at Tioga Junction
TGJP1TGA	
THBI2	Mississippi River at Thebes
THET2	Nueces River near Three Rivers
THNI2	Thorn Creek at Thornton
THRM8	Thompson River near Thompson Falls
TIDO3	Alsea River near Tidewater
TIDT2	Frio River at Tilden
TIFM7	Elk River (MO) near Tiff City
TILO3	South Umpqua River near Tiller
TILT2	Nueces River near Tilden
TKLT2	Spring Creek (Concho River Basin) above Tankersley
TKSN4	Delaware River at Tocks Island
TKSN4DEL	
TKSN7	Tuckasegee River at Bryson City
TKST2	Middle Concho River above Tankersley
TKTA2	Talkeetna River at Railroad Bridge
TKUA2	Taku River near Canada Border
TLCT2	Sulphur River near Talco
TLMO3	Wilson River near Tillamook
TLNG1	Conasauga River near Tilton
TLSO2	Arkansas River at Tulsa
TMAI4	Iowa River near Tama Hwy E49
TMBT2	Spring Creek at Tomball
TMLG1	Ochlockonee River near Thomasville (US 84)
TMPM8	Milk River near Tampico
TMVC3	Connecticut River at Thompsonville
TMVC3CT	
TNGK1	Stranger Creek near Tonganoxie
TNKP1	Tunkhannock Creek at Tunkhannock
TNKP1TNK	
TNLT2	San Miguel Creek near Tilden
TNZM7	North Fork White River near Tecumseh
TODA1	Black Warrior River at Oliver Lock and Dam
TODA4	Arkansas River at Toad Suck L&amp;D
TOLW1	Tolt River near Carnation
TONA2	Tonsina River at Richardson Hwy Bridge
TONO2	Salt Fork Arkansas River at Tonkawa
TONW1	Okanogan River near Tonasket
TOPK1	Soldier Creek near Topeka
TORW2	Coal River (WV) at Tornado
TOSM8	Missouri River at Toston
TOTW1	Toutle River at Tower Road near Silver Lake
TOWK1	Whitewater River (KS) near Towanda
TOWN8	Souris River near Towner
TOWP1	Susquehanna River at Towanda
TOWP1SUQ	
TOWV1	West River below Townshend Lake
TOWV1CT	
TPAK1	Kansas River at Topeka
TPOK1	Marais Des Cygnes River near Trading Post
TPOM6	Town Creek at Tupelo
TPTT1	Mississippi River at Tiptonville
TRAC2	Taylor River near Taylor Park
TRBF1	Withlacoochee River (FL) at Trilby
TRCM5	Turtle Creek near Austin
TREF1	Santa Fe River at Three Rivers Estates
TREN4	Delaware River at Trenton
TREN4DEL	
TREW3	Mississippi River at Trempealeau
TRLO2	Red River near Terral
TRPA2	Twentymile River near Portage
TRTA2	Talkeetna River above RR Bridge
TRVM4	St. Joseph River (MI/IN) at Three Rivers
TRYM7	Cuivre River at Troy
TRYM8	Yaak River near Troy
TRYN6	Hudson River at Troy
TRYN6HUD	
TRYO1	Great Miami River at Troy
TRYO3	Grande Ronde River at Troy
TSCK1	Saline River (KS) at Tescott
TTZM7	Thompson River (IA/MO) near Trenton
TUCO2	Canadian River near Mustang
TURI4	Little Sioux River near Turin
TWIM8	Jefferson River near Twin Bridges
TWNM8	Beaverhead River near Twin Bridges
TWVM5	Wild Rice River (MN) at Twin Valley
TYAA2	Taiya River near Skagway
TYLN5	Canadian River near Taylor Springs
TYTM6	Bogue Chitto River near Tylertown
UCHA2	Chena River at Mile 40 Bridge
UCRC2	Uncompahgre River near Ridgway
UEHN1	Logan Creek at Uehling
UINI2	Mississippi River at Quincy
UION1	Weeping Water Creek at Union
ULLM8	Smith River (MT) at Truly
UNDN6	Susquehanna River at Unadilla
UNDN6SUQ	
UNIO2	near Union City
UNNM7	Bourbeuse River at Union
UNVC3	Farmington River at Unionville
UNVC3CT	
UNWK2	Ohio River at J.T. Myers Lock and Dam
UPPO1	Sandusky River near Upper Sandusky
URHM7	South Grand River near Urich
URVO1	Stillwater Creek at Uhrichsville
VAUM8	Sun River near Vaughn
VBRA4	Lee Creek near Van Buren LCR
VBUA4	Arkansas River at Van Buren
VCKM4	Portage River at Vicksburg
VCKM6	Mississippi River at Vicksburg
VCNI3	Wabash River at Vincennes
VCRN8	Sheyenne River at Valley City
VDSG1	Withlacoochee River above Valdosta (Skipper Bridge Rd)
VERN1	Ponca Creek at Verdel
VERO1	Vermilion River near Mill Hollow MP
VERS2	Vermillion River at Vermillion
VERT2	Pease River near Vernon
VGFP1	Kiskiminetas River at Vandergrift
VICM8	Bitterroot River at Bell Crossing near Victor
VICT2	Guadalupe River at Victoria
VING1	Chattahoochee River at Vinings
VINI4	Cedar River at Vinton
VIOW3	Kickapoo River at Viola
VLCM4	Menominee River at Vulcan
VLLM7	Meramec River at Valley Park
VLVN8	Souris River at Velva
VLYM7	Blackwater River near Valley City
VMAT2	North Bosque River at Valley Mills
VNBM7	Current River at Van Buren
VNDI2	Kaskaskia River at Vandalia
VNMI4	Raccoon River (Central IA) at Van Meter
VRDN1	Niobrara River near Verdel
VRNI3	Vernon Fork Muscatatuck River near Vernon
VRPS2	Vermillion River near Parker
VRVC1	Ventura River at Foster Park
VSSM4	Cass River at Vassar
VSTN6	Susquehanna River at Vestal
VSTN6SUQ	
WAAK1	Saline River (KS) near Wakeeney
WABI3	Wabash River at Wabash
WABM5	Mississippi River at Wabasha
WAKO2	Beaver Creek (OK) near Waurika
WALN6	West Branch Delaware River at Walton
WALN6DEL	
WANO2	Cimarron River near Waynoka
WAPI4	Iowa River at Wapello
WAPN6	Wappingers Creek at Wappinger Falls
WAPN6HUD	
WASS2	Cheyenne River near Wasta
WATO2	North Canadian River near Watonga
WATU1	White River (CO-UT) near Watson
WATW3	Rock River at Watertown
WAYT2	Prairie Dog Town Fork of the Red River at Wayside
WAYV2	South River at Waynesboro near Lyndhurst Road
WAYV2STH	
WBAT2	Brazos River at Waco
WBCI4	Boone River (North Central IA) near Webster City
WBFM3	
WBFM3CT	
WBFT2	
WBNT1	Mill Creek at Woodbine
WBRP1	Susquehanna River at Wilkes Barre
WBRP1SUQ	
WBRT2	Beals Creek other Westbrook
WBRW4	Green River (WY-UT-CO) at Warren Bridge
WBSS2	Big Sioux River near Watertown
WBWS2	Big Sioux River at Watertown
WBYO1	Chagrin River at Willoughby
WBZT2	
WCBT2	Brazos River near West Columbia
WCHT2	Colorado River (TX) at Winchell
WCKG1	West Chickamauga Creek near Fort Oglethorpe
WCLN3	Sugar River (NH) at West Claremont
WCLN3CT	
WCOM7	Spring River  near Waco
WCRN6	Canisteo River at West Cameron
WCRN6CAN	
WCXF1	Suwannee River near Wilcox (US 19)
WDBK1	Lyon Creek near Woodbine
WDBK2	
WDEM3	
WDEM3CT	
WDEW3	Wisconsin River at Wisconsin Dells
WDGO2	North Canadian River near Woodward
WDHK2	Green River (KY) above Woodbury
WDLA1	Tallapoosa River at Wadley
WDRF1	Apalachicola River at Woodruff Dam (USACE)
WDRK1	Prairie Dog Creek near Woodruff
WDRW4	Wind River at Riverton
WDVA1	Paint Rock River (AL) near Woodville
WDVO1	Portage River at Woodville
WDWO2	North Canadian River at Woodward
WEAT2	Clear Fork Trinity River near Weatherford
WEHV1	White River at West Hartford
WEHV1CT	
WELV1	Connecticut River at Wells River
WELV1CT	
WELW2	Ohio River at Wellsburg
WENM1	Penobscot River at West Enfield
WENM1ME	
WENN7	Dan River near Wentworth
WEPS1	Saluda River at West Pelzer
WESS2	Elm River near Westport
WETA1	Coosa River at Wetumpka
WETC2	
WETO2	North Canadian River near Wetumka
WFDK1	Walnut River at Winfield
WFDT2	Cypress Creek near Westfield
WFLC2	
WFON8	Sheyenne River at West Fargo Diversion
WFRM8	Whitefish River near mouth at Kalispell
WGCM8	Middle Fork Flathead River near West Glacier
WGTM3	Squannacook River at West Groton
WGTM3MER	
WHAT2	Colorado River (TX) at Wharton
WHBC2	White River (CO-UT) near Rangely
WHBI1	Salmon River at White Bird
WHGM7	Missouri River at Washington
WHIC2	
WHIS2	Moreau River (SD) near Whitehorse
WHKP1	Allegheny River at West Hickory
WHLW2	Ohio River at Pike Island Lock and Dam
WHMS1	Enoree River at Whitmire
WHNN8	Red River of the North at Wahpeton
WHOT2	Sandies Creek near Westhoff
WHRQ9	White River near Beaver Creek
WHRS2	White River (NE-SD) near White River
WHTG1	Chattahoochee River at Whitesburg
WHTM4	White River above Whitehall
WHTT1	Sequatchie River near Whitwell
WIBP1	Frankstown Branch Juniata River at Williamsburg
WIBP1JUN	
WICT2	Wichita River at Wichita Falls
WIDM5	Mississippi River at Winona Dam 5a
WIKC2	
WILA2	Willow Creek at Parks Highway
WILM3	Hoosic River near Williamstown
WILM3HUD	
WILN6	Ellicott Creek below Williamsville
WILN6GRL	
WILP1	West Branch Susquehanna River at Williamsport
WILP1WBS	
WILW1	Willapa River at Willapa
WILW2	Tug Fork River at Williamson
WIMF1	Little Manatee River (FL) at Wimauma
WIRW3	Wisconsin River at Wisconsin Rapids
WKAS2	Vermillion River near Wakonda
WKSN7	Yadkin River at Wilkesboro
WLBK2	Cumberland River at Williamsburg
WLBN1	Turkey Creek near Wilber
WLBN3	Connecticut River at West Lebanon
WLBN3CT	
WLCN8	Willow Creek (ND) near Willow City
WLDA1	Black Warrior River at Selden Lock and Dam
WLGT2	Salt Fork of the Red River at Wellington
WLGW2	Ohio River at Wheeling
WLHN8	Pembina River at Walhalla
WLKM4	Michigamme River near Witch Lake
WLLI3	East Fork White River at Williams
WLLN6	Genesee River at Wellsville
WLLN6GRL	
WLLN7	Roanoke River at Williamston
WLMC3	Shetucket River at Willimantic
WLMC3SNE	
WLMI2	Kankakee River near Wilmington
WLMM3	Shawsheen River at Wilmington
WLMM3MER	
WLON1	Elkhorn River near Winslow
WLPN3	Connecticut River at North Walpole
WLPN3CT	
WLRV1	Wells River at Wells River
WLRV1CT	
WLTO2	East Cache Creek near Walters
WLVO1	Ohio River at Wellsville
WLWA2	Willow Creek near Willow
WMBT2	Blanco River at Wimberley
WMCI3	Tippecanoe River at Winamac (DCP)
WMGK1	Kansas River at Wamego
WMND1	Brandywine Creek at Wilmington
WMND1BYW	
WMSM4	Red Cedar River at Williamston
WMSO3	Williamson River below Chiloquin
WNAC2	South Platte River near Weldona
WNAM5	Mississippi River at Winona
WNDN7	Cashie River near Windsor
WNRO3	North Umpqua River near Winchester
WNTP1	Lehigh River at Walnutport
WNTP1LGH	
WOCT2	White Oak Creek near Talco
WODK1	S F Solomon River at Woodston
WODR1	Pawcatuck above Wood River Junction
WODR1SNE	
WODW4	Laramie River near Woods Landing
WOOC1	West Fork Carson River at Woodfords
WOON3	Pemigewasset River at Woodstock
WOON3MER	
WOOR1	Blackstone River at Woonsocket
WOOR1SNE	
WOOU1	Provo River near Woodland
WPCW3	Waupaca River near Waupaca
WPHM7	Maries River at Westphalia
WPNN1	Elkhorn River at West Point
WRAW1	White River at R St. Auburn
WRCW4	Wind River above Red Creek
WRGF1	Cypress Creek (FL) at Worthington Gardens
WRMC2	White River (CO-UT) near Meeker
WRNI2	West Branch Du Page River near Warrenville
WRNI3	Salamonie River below Warren
WRNO1	Mahoning River at Warren
WRRP1	Allegheny River at Warren
WRTO1	Olentangy River near Worthington
WSBT2	Buffalo Bayou at West Belt Drive
WSFM3	Westfield River at Westfield
WSFM3CT	
WSHK1	Mill Creek (WSHK1) at Washington
WSHM1	Aroostook River at Washburn
WSHM1ME	
WSPF1	Suwannee River at White Springs
WSRI1	Weiser River at Weiser
WSRN6	Susquehanna River at Windsor
WSRN6SUQ	
WSTM6	Big Black River at West
WSTN8	Souris River near Westhope
WSTR1	Pawcatuck at Westerly
WSTR1SNE	
WSVC2	Arkansas River at Wellsville
WTFN6	Hudson River near Waterford
WTFN6HUD	
WTFN8	Little Missouri River near Watford City
WTGM6	Tuscolameta Creek at Walnut Grove
WTNW2	West Fork River at Weston
WTPG1	Chattahoochee River at West Point
WTRN1	Elkhorn River at Waterloo
WTRS2	Big Sioux River above Watertown
WTRU1	Whiterocks River near Whiterocks
WTTO2	Illinois River (AR OK) near Watts
WTTT2	Atascosa River at Whitsett
WTVO1	Maumee River at Waterville
WUNO1	Ohio Brush Creek near West Union
WVYM7	Missouri River near Waverly
WVYN6	Susquehanna River near Waverly
WVYN6SUQ	
WWBC1	West Walker River near Coleville
WYLM7	Fox River (IA/MO) at Wayland
WYNI2	Skillet Fork River at Wayne City
WYNM6	Chickasawhay River near Waynesboro
YADN7	Yadkin River at Yadkin College
YASC2	Yampa River above Stagecoach Resv.
YDAQ9	Yukon River at Dawson
YDLC2	Yampa River near Deerlodge Park
YDRC1	Santa Margarita River at Ysidora
YGWO1	Mahoning River at Youngstown
YLKA2	Yentna River at Lake Creek
YLLU1	Yellowstone River Utah near Altona
YLOW4	Yellowstone River at Fishing Bridge
YNNS2	James River near Yankton
YOUT2	
YTCC3	Yantic River at Yantic
YTCC3SNE	
YUKO2	North Canadian River near Yukon
YWGM6	Yalobusha River at Whaley
YWRQ9	Yukon River above White River
YZOM6	Yazoo River at Yazoo City
ZANO1	Muskingum River at Zanesville
ZAPN8	Spring Creek (ND) at Zap
ZENK1	Rattlesnake Creek (KS) near Zenith
ZFSF1	Peace River (FL) at Zolfo Springs
ZONI3	Eagle Creek (IN) at Zionsville
ZPHF1	Hillsborough River (FL) near Zephyrhills
ZUMM5	Zumbro River at Zumbro Falls
ID	
